Coordinates,Attribute1,Attribute2,Metadata_1,Metadata_2,Metadata_3,Metadata_4,Metadata_5,File
"((5, 3), (6, 3))",49,199.49659863945578,500,2,2000,2,40602040301020605050302040601060105060402030604050301010605060201040602030401040602020206040501050,board_n_2396.txt
"((0, 0), (0, 1))",48,175.33333333333334,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((0, 1), (1, 1))",92,231.75,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((0, 1), (0, 2))",803,380.7669453833837,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((0, 5), (1, 5))",57,193.3567251461988,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((1, 1), (1, 2))",70,210.54285714285714,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((2, 1), (3, 1))",59,196.3050847457627,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((2, 2), (3, 2))",60,197.71111111111114,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((2, 2), (2, 3))",265,288.8591194968553,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((2, 3), (3, 3))",118,247.16101694915255,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((3, 0), (3, 1))",62,199.79032258064515,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((3, 1), (3, 2))",73,213.62557077625567,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((3, 2), (3, 3))",238,284.17647058823525,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((4, 5), (4, 6))",55,189.78181818181818,500,2,2000,2,60402030302020401040101030504020401040403050405040505060202010606040605050304010104020204020503010,board_n_628.txt
"((0, 5), (1, 5))",1500,285.85551851851864,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((0, 5), (0, 6))",96,160.2916666666667,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((1, 0), (1, 1))",151,187.8741721854305,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((1, 4), (1, 5))",80,148.02499999999998,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((2, 3), (2, 4))",87,154.45977011494244,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((4, 3), (4, 4))",86,152.89922480620154,500,2,2000,2,10306010103010604020304010305060304010602050605010205020304040104050106040605040301060205060201020,board_n_2382.txt
"((0, 4), (1, 4))",67,163.91044776119406,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((0, 5), (1, 5))",122,206.51639344262293,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((1, 3), (1, 4))",99,192.84848484848484,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((1, 4), (2, 4))",239,240.5407451683602,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((1, 4), (1, 5))",80,176.9875,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((3, 2), (4, 2))",83,180.7349397590362,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((4, 1), (4, 2))",119,204.4453781512605,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((4, 5), (4, 6))",76,172.71052631578948,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((5, 5), (5, 6))",1115,306.6401024983988,500,2,2000,2,50305010301030301060201050201040201050106050406040601030101040505030405020206060203040503010203060,board_n_1853.txt
"((0, 3), (1, 3))",9,141.11111111111111,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((0, 4), (1, 4))",10,159.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((1, 2), (2, 2))",11,160.45454545454547,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((2, 2), (2, 3))",10,150.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((3, 1), (4, 1))",9,130.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((3, 4), (4, 4))",1909,986.5208827026547,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((4, 0), (4, 1))",10,151.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((4, 3), (4, 4))",10,147.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((4, 4), (4, 5))",12,189.58333333333334,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((5, 5), (5, 6))",10,149.0,500,2,2000,2,40301020104020306040106010404040604050602030501030203020502050503050506020602010506010103020403050,board_n_1106.txt
"((3, 1), (3, 2))",1837,694.5011405759901,500,2,2000,2,20304020205010505030401060401060203010401050206050502010106020401020403050502030502020406050304020,board_n_1660.txt
"((3, 4), (4, 4))",19,169.47368421052633,500,2,2000,2,20304020205010505030401060401060203010401050206050502010106020401020403050502030502020406050304020,board_n_1660.txt
"((4, 5), (4, 6))",21,182.38095238095238,500,2,2000,2,20304020205010505030401060401060203010401050206050502010106020401020403050502030502020406050304020,board_n_1660.txt
"((5, 3), (6, 3))",80,307.38750000000005,500,2,2000,2,20304020205010505030401060401060203010401050206050502010106020401020403050502030502020406050304020,board_n_1660.txt
"((5, 5), (5, 6))",43,260.55813953488365,500,2,2000,2,20304020205010505030401060401060203010401050206050502010106020401020403050502030502020406050304020,board_n_1660.txt
"((1, 0), (1, 1))",26,171.53846153846155,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((2, 4), (3, 4))",28,184.25,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((2, 4), (2, 5))",23,155.21739130434784,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((2, 5), (3, 5))",26,172.30769230769232,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((3, 0), (3, 1))",22,152.72727272727272,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((3, 3), (4, 3))",24,165.20833333333334,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((4, 4), (5, 4))",1723,515.2792195229799,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((5, 1), (6, 1))",22,150.45454545454547,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((5, 3), (5, 4))",24,166.04166666666666,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((5, 4), (6, 4))",51,244.01960784313718,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((5, 4), (5, 5))",31,196.67741935483872,500,2,2000,2,10604010305020605040604010205060206010303030405010305030401060603010104020403010202020602050301040,board_n_2369.txt
"((1, 3), (1, 4))",130,166.90769230769232,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((2, 1), (2, 2))",96,147.07291666666669,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((3, 4), (3, 5))",163,180.09815950920247,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((4, 2), (4, 3))",415,220.47355134825008,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((4, 3), (5, 3))",232,197.32491789819372,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((4, 3), (4, 4))",245,199.78231292517015,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((5, 0), (6, 0))",256,202.0390625,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((5, 0), (5, 1))",186,187.19354838709677,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((5, 2), (5, 3))",127,165.49868766404202,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((5, 3), (5, 4))",150,175.65333333333336,500,2,2000,2,30105060401030302020402030205010303010402020401040501040104010301050204020201020604020605010606040,board_n_1674.txt
"((0, 1), (1, 1))",33,150.00000000000003,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((0, 3), (0, 4))",41,171.41463414634146,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((0, 4), (1, 4))",43,175.9767441860465,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((3, 0), (3, 1))",1575,362.60671201814006,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((3, 1), (4, 1))",33,146.78787878787878,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((3, 2), (4, 2))",54,195.92592592592592,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((3, 5), (4, 5))",53,195.96226415094338,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((4, 2), (4, 3))",44,177.61363636363637,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((5, 0), (5, 1))",44,177.1363636363636,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((5, 2), (5, 3))",80,227.925,500,2,2000,2,60503010506040101050506020203020205040204060304030106010301030106030601060503020205020103010405020,board_n_1112.txt
"((0, 0), (0, 1))",25,166.0,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((0, 4), (0, 5))",25,162.79999999999998,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((1, 1), (1, 2))",27,173.7037037037037,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((2, 5), (3, 5))",41,219.74796747967483,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((2, 5), (2, 6))",27,174.62962962962962,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((3, 1), (3, 2))",25,166.0,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((3, 4), (3, 5))",32,190.9375,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((4, 2), (4, 3))",1720,778.4510474344765,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((4, 3), (5, 3))",27,174.44444444444446,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((4, 3), (4, 4))",25,164.8,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((5, 0), (5, 1))",26,169.23076923076923,500,2,2000,2,40105060305020504060205030202040401050205020504010405040305030503030605040201050406060601020503020,board_n_2355.txt
"((0, 1), (0, 2))",22,263.56060606060606,500,2,2000,2,30203020204050502040202050305060104050202020104020205060603060205030201020306040605030106050401060,board_n_833.txt
"((1, 1), (1, 2))",14,205.35714285714286,500,2,2000,2,30203020204050502040202050305060104050202020104020205060603060205030201020306040605030106050401060,board_n_833.txt
"((1, 3), (2, 3))",14,195.47619047619045,500,2,2000,2,30203020204050502040202050305060104050202020104020205060603060205030201020306040605030106050401060,board_n_833.txt
"((1, 4), (2, 4))",10,144.0,500,2,2000,2,30203020204050502040202050305060104050202020104020205060603060205030201020306040605030106050401060,board_n_833.txt
